Country,EPSI,Date
Norway,0.0,2009-01-31
Norway,0.0,2010-01-31
Norway,0.0,2011-01-31
Norway,0.0,2012-01-31
Norway,0.0,2013-01-31
Norway,0.0,2014-01-31
Norway,0.0,2015-01-31
Norway,0.0,2016-01-31
Norway,0.0,2017-01-31
Norway,0.0,2018-01-31
Norway,0.0,2019-01-31
Norway,0.0,2020-01-31
Greece,2.0,1990-01-31
Greece,4.0,1991-01-31
Greece,5.0,1992-01-31
Greece,5.0,1993-01-31
Greece,6.0,1994-01-31
Greece,6.0,1995-01-31
Greece,5.0,1996-01-31
Greece,5.0,1997-01-31
Greece,5.0,1998-01-31
Greece,5.0,1999-01-31
Greece,4.0,2000-01-31
Greece,4.0,2001-01-31
Greece,4.0,2002-01-31
Greece,4.0,2003-01-31
Greece,3.0,2004-01-31
Greece,3.0,2005-01-31
Greece,3.0,2006-01-31
Greece,3.0,2007-01-31
Greece,2.0,2008-01-31
Greece,3.0,2009-01-31
Greece,3.0,2010-01-31
Greece,3.0,2011-01-31
Greece,3.0,2012-01-31
Greece,2.0,2013-01-31
Greece,3.0,2014-01-31
Greece,3.0,2015-01-31
Greece,3.0,2016-01-31
Greece,4.0,2017-01-31
Greece,3.0,2018-01-31
Greece,3.0,2019-01-31
Greece,4.0,2020-01-31
Hungary,0.0,1990-01-31
Hungary,0.0,1991-01-31
Hungary,0.0,1992-01-31
Hungary,0.0,1993-01-31
Hungary,0.0,1994-01-31
Hungary,0.0,1995-01-31
Hungary,0.0,1996-01-31
Hungary,0.0,1997-01-31
Hungary,0.0,1998-01-31
Hungary,0.0,1999-01-31
Hungary,0.0,2000-01-31
Hungary,0.0,2001-01-31
Hungary,0.0,2002-01-31
Hungary,0.0,2003-01-31
Hungary,0.0,2004-01-31
Hungary,0.0,2005-01-31
Hungary,0.0,2006-01-31
Hungary,0.0,2007-01-31
Hungary,0.0,2008-01-31
Hungary,6.0,2009-01-31
Hungary,6.0,2010-01-31
Hungary,6.0,2011-01-31
Hungary,6.0,2012-01-31
Hungary,6.0,2013-01-31
Hungary,6.0,2014-01-31
Hungary,6.0,2015-01-31
Hungary,0.0,2016-01-31
Hungary,0.0,2017-01-31
Hungary,0.0,2018-01-31
Hungary,0.0,2019-01-31
Hungary,0.0,2020-01-31
Hungary,0.0,1990-01-31
Hungary,0.0,1991-01-31
Hungary,0.0,1992-01-31
Hungary,0.0,1993-01-31
Hungary,0.0,1994-01-31
Hungary,0.0,1995-01-31
Hungary,0.0,1996-01-31
Hungary,0.0,1997-01-31
Hungary,0.0,1998-01-31
Hungary,0.0,1999-01-31
Hungary,1.0,2000-01-31
Hungary,1.0,2001-01-31
Hungary,1.0,2002-01-31
Hungary,5.0,2003-01-31
Hungary,5.0,2004-01-31
Hungary,5.0,2005-01-31
Hungary,5.0,2006-01-31
Hungary,5.0,2007-01-31
Hungary,5.0,2008-01-31
Hungary,5.0,2009-01-31
Hungary,5.0,2010-01-31
Hungary,5.0,2011-01-31
Hungary,5.0,2012-01-31
Hungary,5.0,2013-01-31
Hungary,5.0,2014-01-31
Hungary,5.0,2015-01-31
Hungary,5.0,2016-01-31
Hungary,5.0,2017-01-31
Hungary,5.0,2018-01-31
Hungary,5.0,2019-01-31
Hungary,5.0,2020-01-31
Canada,0.66666669,1990-01-31
Canada,0.66666669,1991-01-31
Canada,0.66666669,1992-01-31
Canada,0.72222221,1993-01-31
Canada,0.72222221,1994-01-31
Canada,0.72222221,1995-01-31
Canada,0.5,1996-01-31
Canada,0.83333331,1997-01-31
Canada,0.83333331,1998-01-31
Canada,0.83333331,1999-01-31
Canada,0.72222221,2000-01-31
Canada,0.72222221,2001-01-31
Canada,0.72222221,2002-01-31
Canada,1.8888888,2003-01-31
Canada,1.8888888,2004-01-31
Canada,2.0555556,2005-01-31
Canada,2.4722223,2006-01-31
Canada,2.8611112,2007-01-31
Canada,2.9444444,2008-01-31
Canada,3.1944444,2009-01-31
Canada,3.6111112,2010-01-31
Canada,3.6111112,2011-01-31
Canada,3.4444444,2012-01-31
Canada,3.4444444,2013-01-31
Canada,3.1944444,2014-01-31
Canada,2.5277777,2015-01-31
Canada,2.3611112,2016-01-31
Canada,2.5833333,2017-01-31
Canada,2.6944444,2018-01-31
Canada,2.6388888,2019-01-31
Canada,3.0277777,2020-01-31
Czech Republic,1.0,1990-01-31
Czech Republic,1.5,1991-01-31
Czech Republic,2.0,1992-01-31
Czech Republic,2.0,1993-01-31
Czech Republic,1.5,1994-01-31
Czech Republic,1.25,1995-01-31
Czech Republic,1.25,1996-01-31
Czech Republic,3.0,1997-01-31
Czech Republic,3.0,1998-01-31
Czech Republic,3.0,1999-01-31
Czech Republic,3.25,2000-01-31
Czech Republic,3.25,2001-01-31
Czech Republic,4.75,2002-01-31
Czech Republic,4.75,2003-01-31
Czech Republic,4.75,2004-01-31
Czech Republic,4.75,2005-01-31
Czech Republic,4.75,2006-01-31
Czech Republic,4.75,2007-01-31
Czech Republic,4.75,2008-01-31
Czech Republic,5.0,2009-01-31
Czech Republic,5.0,2010-01-31
Czech Republic,5.0,2011-01-31
Czech Republic,5.0,2012-01-31
Czech Republic,5.5,2013-01-31
Czech Republic,5.5,2014-01-31
Czech Republic,5.5,2015-01-31
Czech Republic,5.5,2016-01-31
Czech Republic,5.5,2017-01-31
Czech Republic,5.5,2018-01-31
Czech Republic,5.5,2019-01-31
Czech Republic,5.5,2020-01-31
France,1.0,1990-01-31
France,1.0,1991-01-31
France,1.0,1992-01-31
France,1.0,1993-01-31
France,1.0,1994-01-31
France,1.0,1995-01-31
France,1.0,1996-01-31
France,1.0,1997-01-31
France,1.0,1998-01-31
France,1.0,1999-01-31
France,1.0,2000-01-31
France,1.0,2001-01-31
France,1.0,2002-01-31
France,1.0,2003-01-31
France,4.0,2004-01-31
France,4.0,2005-01-31
France,4.0,2006-01-31
France,4.0,2007-01-31
France,4.0,2008-01-31
France,4.0,2009-01-31
France,4.0,2010-01-31
France,6.0,2011-01-31
France,6.0,2012-01-31
France,6.0,2013-01-31
France,6.0,2014-01-31
France,6.0,2015-01-31
France,6.0,2016-01-31
France,6.0,2017-01-31
France,6.0,2018-01-31
France,6.0,2019-01-31
France,6.0,2020-01-31
Norway,0.0,1990-01-31
Norway,0.0,1991-01-31
Norway,0.0,1992-01-31
Norway,0.0,1993-01-31
Norway,0.0,1994-01-31
Norway,0.0,1995-01-31
Norway,0.0,1996-01-31
Norway,0.0,1997-01-31
Norway,0.0,1998-01-31
Norway,0.0,1999-01-31
Norway,0.0,2000-01-31
Norway,0.0,2001-01-31
Norway,0.0,2002-01-31
Norway,0.0,2003-01-31
Norway,0.0,2004-01-31
Norway,0.0,2005-01-31
Norway,0.0,2006-01-31
Norway,0.0,2007-01-31
Norway,4.0,2008-01-31
Norway,2.0,2009-01-31
Norway,2.0,2010-01-31
Norway,3.0,2011-01-31
Norway,1.0,2012-01-31
Norway,1.0,2013-01-31
Norway,1.0,2014-01-31
Norway,1.0,2015-01-31
Norway,1.0,2016-01-31
Norway,1.0,2017-01-31
Norway,2.0,2018-01-31
Norway,3.0,2019-01-31
Norway,3.0,2020-01-31
Czech Republic,0.0,1990-01-31
Czech Republic,0.0,1991-01-31
Czech Republic,0.0,1992-01-31
Czech Republic,0.0,1993-01-31
Czech Republic,0.0,1994-01-31
Czech Republic,0.0,1995-01-31
Czech Republic,0.0,1996-01-31
Czech Republic,0.0,1997-01-31
Czech Republic,0.0,1998-01-31
Czech Republic,0.0,1999-01-31
Czech Republic,0.0,2000-01-31
Czech Republic,0.0,2001-01-31
Czech Republic,0.0,2002-01-31
Czech Republic,1.0,2003-01-31
Czech Republic,1.0,2004-01-31
Czech Republic,1.0,2005-01-31
Czech Republic,1.0,2006-01-31
Czech Republic,1.0,2007-01-31
Czech Republic,2.0,2008-01-31
Czech Republic,2.0,2009-01-31
Czech Republic,2.0,2010-01-31
Czech Republic,2.0,2011-01-31
Czech Republic,3.0,2012-01-31
Czech Republic,2.0,2013-01-31
Czech Republic,2.0,2014-01-31
Czech Republic,2.0,2015-01-31
Czech Republic,3.0,2016-01-31
Czech Republic,3.0,2017-01-31
Czech Republic,3.0,2018-01-31
Czech Republic,4.0,2019-01-31
Czech Republic,3.0,2020-01-31
Germany,5.0,1990-01-31
Germany,5.0,1991-01-31
Germany,5.0,1992-01-31
Germany,5.0,1993-01-31
Germany,6.0,1994-01-31
Germany,6.0,1995-01-31
Germany,5.0,1996-01-31
Germany,5.0,1997-01-31
Germany,6.0,1998-01-31
Germany,6.0,1999-01-31
Germany,5.0,2000-01-31
Germany,5.0,2001-01-31
Germany,6.0,2002-01-31
Germany,6.0,2003-01-31
Germany,5.0,2004-01-31
Germany,5.0,2005-01-31
Germany,4.0,2006-01-31
Germany,4.0,2007-01-31
Germany,4.0,2008-01-31
Germany,5.0,2009-01-31
Germany,4.0,2010-01-31
Germany,3.0,2011-01-31
Germany,3.0,2012-01-31
Germany,3.0,2013-01-31
Germany,4.0,2014-01-31
Germany,4.0,2015-01-31
Germany,5.0,2016-01-31
Germany,4.0,2017-01-31
Germany,4.0,2018-01-31
Germany,4.0,2019-01-31
Germany,4.0,2020-01-31
Korea,0.0,1990-01-31
Korea,0.0,1991-01-31
Korea,0.0,1992-01-31
Korea,0.0,1993-01-31
Korea,0.0,1994-01-31
Korea,0.0,1995-01-31
Korea,0.0,1996-01-31
Korea,0.0,1997-01-31
Korea,0.0,1998-01-31
Korea,0.0,1999-01-31
Korea,0.16666667,2000-01-31
Korea,0.16666667,2001-01-31
Korea,1.1666666,2002-01-31
Korea,1.1666666,2003-01-31
Korea,1.1666666,2004-01-31
Korea,1.1666666,2005-01-31
Korea,1.1666666,2006-01-31
Korea,1.1666666,2007-01-31
Korea,1.1666666,2008-01-31
Korea,1.1666666,2009-01-31
Korea,1.1666666,2010-01-31
Korea,1.3333334,2011-01-31
Korea,1.5,2012-01-31
Korea,1.5,2013-01-31
Korea,1.5,2014-01-31
Korea,1.8333334,2015-01-31
Korea,2.0,2016-01-31
Korea,2.0,2017-01-31
Korea,2.3333333,2018-01-31
Korea,2.5,2019-01-31
Korea,2.5,2020-01-31
Poland,0.0,1990-01-31
Poland,0.0,1991-01-31
Poland,0.0,1992-01-31
Poland,0.0,1993-01-31
Poland,0.0,1994-01-31
Poland,1.0,1995-01-31
Poland,1.0,1996-01-31
Poland,1.0,1997-01-31
Poland,1.0,1998-01-31
Poland,1.0,1999-01-31
Poland,1.0,2000-01-31
Poland,2.0,2001-01-31
Poland,2.0,2002-01-31
Poland,2.0,2003-01-31
Poland,2.0,2004-01-31
Poland,2.0,2005-01-31
Poland,3.0,2006-01-31
Poland,3.0,2007-01-31
Poland,3.0,2008-01-31
Poland,3.0,2009-01-31
Poland,3.0,2010-01-31
Poland,3.0,2011-01-31
Poland,3.0,2012-01-31
Poland,3.0,2013-01-31
Poland,3.0,2014-01-31
Poland,2.0,2015-01-31
Poland,2.0,2016-01-31
Poland,3.0,2017-01-31
Poland,3.0,2018-01-31
Poland,3.0,2019-01-31
Poland,3.0,2020-01-31
Hungary,0.25,1990-01-31
Hungary,0.25,1991-01-31
Hungary,0.25,1992-01-31
Hungary,0.25,1993-01-31
Hungary,0.25,1994-01-31
Hungary,0.25,1995-01-31
Hungary,0.25,1996-01-31
Hungary,0.25,1997-01-31
Hungary,0.25,1998-01-31
Hungary,0.25,1999-01-31
Hungary,2.5,2000-01-31
Hungary,2.5,2001-01-31
Hungary,2.5,2002-01-31
Hungary,4.75,2003-01-31
Hungary,4.75,2004-01-31
Hungary,4.75,2005-01-31
Hungary,4.75,2006-01-31
Hungary,4.75,2007-01-31
Hungary,4.75,2008-01-31
Hungary,5.0,2009-01-31
Hungary,5.0,2010-01-31
Hungary,5.0,2011-01-31
Hungary,5.0,2012-01-31
Hungary,5.5,2013-01-31
Hungary,5.5,2014-01-31
Hungary,5.5,2015-01-31
Hungary,5.5,2016-01-31
Hungary,5.5,2017-01-31
Hungary,5.5,2018-01-31
Hungary,5.5,2019-01-31
Hungary,5.5,2020-01-31
Sweden,2.0,1990-01-31
Sweden,3.0,1991-01-31
Sweden,3.0,1992-01-31
Sweden,3.0,1993-01-31
Sweden,4.0,1994-01-31
Sweden,4.0,1995-01-31
Sweden,4.0,1996-01-31
Sweden,4.0,1997-01-31
Sweden,5.0,1998-01-31
Sweden,4.0,1999-01-31
Sweden,4.0,2000-01-31
Sweden,4.0,2001-01-31
Sweden,4.0,2002-01-31
Sweden,4.0,2003-01-31
Sweden,4.0,2004-01-31
Sweden,4.0,2005-01-31
Sweden,4.0,2006-01-31
Sweden,4.0,2007-01-31
Sweden,3.0,2008-01-31
Sweden,4.0,2009-01-31
Sweden,4.0,2010-01-31
Sweden,3.0,2011-01-31
Sweden,3.0,2012-01-31
Sweden,3.0,2013-01-31
Sweden,4.0,2014-01-31
Sweden,4.0,2015-01-31
Sweden,5.0,2016-01-31
Sweden,4.0,2017-01-31
Sweden,4.0,2018-01-31
Sweden,3.0,2019-01-31
Sweden,4.0,2020-01-31
Sweden,3.0,1990-01-31
Sweden,3.0,1991-01-31
Sweden,4.0,1992-01-31
Sweden,3.0,1993-01-31
Sweden,3.0,1994-01-31
Sweden,2.0,1995-01-31
Sweden,2.0,1996-01-31
Sweden,2.0,1997-01-31
Sweden,2.0,1998-01-31
Sweden,2.0,1999-01-31
Sweden,2.0,2000-01-31
Sweden,3.0,2001-01-31
Sweden,3.0,2002-01-31
Sweden,3.0,2003-01-31
Sweden,3.0,2004-01-31
Sweden,2.0,2005-01-31
Sweden,2.0,2006-01-31
Sweden,2.0,2007-01-31
Sweden,3.0,2008-01-31
Sweden,4.0,2009-01-31
Sweden,4.0,2010-01-31
Sweden,3.0,2011-01-31
Sweden,3.0,2012-01-31
Sweden,3.0,2013-01-31
Sweden,3.0,2014-01-31
Sweden,3.0,2015-01-31
Sweden,3.0,2016-01-31
Sweden,3.0,2017-01-31
Sweden,3.0,2018-01-31
Sweden,3.0,2019-01-31
Sweden,4.0,2020-01-31
Denmark,0.41666666,1990-01-31
Denmark,0.94444442,1991-01-31
Denmark,1.2777778,1992-01-31
Denmark,1.1666666,1993-01-31
Denmark,1.1666666,1994-01-31
Denmark,1.1666666,1995-01-31
Denmark,1.5,1996-01-31
Denmark,1.5,1997-01-31
Denmark,1.4444444,1998-01-31
Denmark,1.5555556,1999-01-31
Denmark,2.0,2000-01-31
Denmark,2.0,2001-01-31
Denmark,1.888889,2002-01-31
Denmark,2.6388888,2003-01-31
Denmark,2.8055556,2004-01-31
Denmark,3.0277777,2005-01-31
Denmark,3.1388888,2006-01-31
Denmark,3.1388888,2007-01-31
Denmark,3.1944444,2008-01-31
Denmark,3.4166667,2009-01-31
Denmark,4.0833335,2010-01-31
Denmark,4.2222223,2011-01-31
Denmark,3.8888888,2012-01-31
Denmark,4.0555553,2013-01-31
Denmark,4.1111112,2014-01-31
Denmark,4.0277777,2015-01-31
Denmark,3.9444444,2016-01-31
Denmark,4.0277777,2017-01-31
Denmark,3.7777777,2018-01-31
Denmark,3.6666667,2019-01-31
Denmark,3.7222223,2020-01-31
Japan,0.0,1990-01-31
Japan,0.0,1991-01-31
Japan,0.0,1992-01-31
Japan,0.0,1993-01-31
Japan,0.0,1994-01-31
Japan,0.0,1995-01-31
Japan,0.0,1996-01-31
Japan,0.0,1997-01-31
Japan,0.0,1998-01-31
Japan,0.0,1999-01-31
Japan,0.0,2000-01-31
Japan,0.0,2001-01-31
Japan,0.0,2002-01-31
Japan,0.0,2003-01-31
Japan,0.0,2004-01-31
Japan,0.0,2005-01-31
Japan,0.0,2006-01-31
Japan,0.0,2007-01-31
Japan,0.0,2008-01-31
Japan,0.0,2009-01-31
Japan,0.0,2010-01-31
Japan,0.0,2011-01-31
Japan,6.0,2012-01-31
Japan,6.0,2013-01-31
Japan,6.0,2014-01-31
Japan,6.0,2015-01-31
Japan,6.0,2016-01-31
Japan,6.0,2017-01-31
Japan,6.0,2018-01-31
Japan,6.0,2019-01-31
Japan,6.0,2020-01-31
Ireland,0.0,1990-01-31
Ireland,0.0,1991-01-31
Ireland,0.0,1992-01-31
Ireland,0.0,1993-01-31
Ireland,0.0,1994-01-31
Ireland,0.0,1995-01-31
Ireland,0.0,1996-01-31
Ireland,0.0,1997-01-31
Ireland,0.0,1998-01-31
Ireland,0.0,1999-01-31
Ireland,0.0,2000-01-31
Ireland,0.0,2001-01-31
Ireland,0.0,2002-01-31
Ireland,0.0,2003-01-31
Ireland,0.0,2004-01-31
Ireland,0.0,2005-01-31
Ireland,0.0,2006-01-31
Ireland,0.0,2007-01-31
Ireland,0.0,2008-01-31
Ireland,0.0,2009-01-31
Ireland,3.0,2010-01-31
Ireland,3.0,2011-01-31
Ireland,2.0,2012-01-31
Ireland,3.0,2013-01-31
Ireland,3.0,2014-01-31
Ireland,3.0,2015-01-31
Ireland,3.0,2016-01-31
Ireland,3.0,2017-01-31
Ireland,3.0,2018-01-31
Ireland,3.0,2019-01-31
Ireland,4.0,2020-01-31
Canada,0.0,1990-01-31
Canada,0.0,1991-01-31
Canada,0.0,1992-01-31
Canada,0.0,1993-01-31
Canada,0.0,1994-01-31
Canada,0.0,1995-01-31
Canada,0.0,1996-01-31
Canada,0.0,1997-01-31
Canada,0.0,1998-01-31
Canada,0.0,1999-01-31
Canada,0.0,2000-01-31
Canada,0.0,2001-01-31
Canada,0.0,2002-01-31
Canada,5.0,2003-01-31
Canada,5.0,2004-01-31
Canada,5.0,2005-01-31
Canada,5.0,2006-01-31
Canada,6.0,2007-01-31
Canada,6.0,2008-01-31
Canada,6.0,2009-01-31
Canada,6.0,2010-01-31
Canada,6.0,2011-01-31
Canada,6.0,2012-01-31
Canada,6.0,2013-01-31
Canada,6.0,2014-01-31
Canada,6.0,2015-01-31
Canada,6.0,2016-01-31
Canada,6.0,2017-01-31
Canada,6.0,2018-01-31
Canada,6.0,2019-01-31
Canada,6.0,2020-01-31
Spain,0.0,1990-01-31
Spain,0.0,1991-01-31
Spain,0.0,1992-01-31
Spain,0.0,1993-01-31
Spain,0.0,1994-01-31
Spain,0.0,1995-01-31
Spain,0.0,1996-01-31
Spain,0.0,1997-01-31
Spain,0.0,1998-01-31
Spain,0.0,1999-01-31
Spain,0.0,2000-01-31
Spain,0.0,2001-01-31
Spain,0.0,2002-01-31
Spain,0.0,2003-01-31
Spain,0.0,2004-01-31
Spain,0.0,2005-01-31
Spain,0.0,2006-01-31
Spain,0.0,2007-01-31
Spain,0.0,2008-01-31
Spain,0.0,2009-01-31
Spain,0.0,2010-01-31
Spain,0.0,2011-01-31
Spain,0.0,2012-01-31
Spain,0.0,2013-01-31
Spain,3.0,2014-01-31
Spain,3.0,2015-01-31
Spain,0.0,2016-01-31
Spain,0.0,2017-01-31
Spain,3.0,2018-01-31
Spain,2.0,2019-01-31
Spain,2.0,2020-01-31
Italy,5.0,1990-01-31
Italy,4.0,1991-01-31
Italy,3.0,1992-01-31
Italy,2.0,1993-01-31
Italy,2.0,1994-01-31
Italy,2.0,1995-01-31
Italy,2.0,1996-01-31
Italy,2.0,1997-01-31
Italy,2.0,1998-01-31
Italy,2.0,1999-01-31
Italy,2.0,2000-01-31
Italy,2.0,2001-01-31
Italy,2.0,2002-01-31
Italy,2.0,2003-01-31
Italy,2.0,2004-01-31
Italy,2.0,2005-01-31
Italy,2.0,2006-01-31
Italy,2.0,2007-01-31
Italy,2.0,2008-01-31
Italy,2.0,2009-01-31
Italy,2.0,2010-01-31
Italy,2.0,2011-01-31
Italy,3.0,2012-01-31
Italy,2.0,2013-01-31
Italy,3.0,2014-01-31
Italy,2.0,2015-01-31
Italy,2.0,2016-01-31
Italy,2.0,2017-01-31
Italy,2.0,2018-01-31
Italy,2.0,2019-01-31
Italy,2.0,2020-01-31
Portugal,0.0,1990-01-31
Portugal,0.0,1991-01-31
Portugal,0.0,1992-01-31
Portugal,0.0,1993-01-31
Portugal,0.0,1994-01-31
Portugal,0.0,1995-01-31
Portugal,0.0,1996-01-31
Portugal,0.0,1997-01-31
Portugal,0.0,1998-01-31
Portugal,0.0,1999-01-31
Portugal,0.0,2000-01-31
Portugal,0.0,2001-01-31
Portugal,0.0,2002-01-31
Portugal,0.0,2003-01-31
Portugal,0.0,2004-01-31
Portugal,0.0,2005-01-31
Portugal,0.0,2006-01-31
Portugal,0.0,2007-01-31
Portugal,0.0,2008-01-31
Portugal,0.0,2009-01-31
Portugal,0.0,2010-01-31
Portugal,0.0,2011-01-31
Portugal,0.0,2012-01-31
Portugal,0.0,2013-01-31
Portugal,0.0,2014-01-31
Portugal,0.0,2015-01-31
Portugal,0.0,2016-01-31
Portugal,0.0,2017-01-31
Portugal,0.0,2018-01-31
Portugal,0.0,2019-01-31
Portugal,0.0,2020-01-31
Korea,0.0,1990-01-31
Korea,1.0,1991-01-31
Korea,1.0,1992-01-31
Korea,1.0,1993-01-31
Korea,1.0,1994-01-31
Korea,1.0,1995-01-31
Korea,4.0,1996-01-31
Korea,4.0,1997-01-31
Korea,4.0,1998-01-31
Korea,4.0,1999-01-31
Korea,4.0,2000-01-31
Korea,4.0,2001-01-31
Korea,4.0,2002-01-31
Korea,4.0,2003-01-31
Korea,4.0,2004-01-31
Korea,5.0,2005-01-31
Korea,5.0,2006-01-31
Korea,5.0,2007-01-31
Korea,5.0,2008-01-31
Korea,5.0,2009-01-31
Korea,5.0,2010-01-31
Korea,5.0,2011-01-31
Korea,5.0,2012-01-31
Korea,5.0,2013-01-31
Korea,5.0,2014-01-31
Korea,5.0,2015-01-31
Korea,5.0,2016-01-31
Korea,5.0,2017-01-31
Korea,5.0,2018-01-31
Korea,5.0,2019-01-31
Korea,5.0,2020-01-31
Denmark,0.0,1990-01-31
Denmark,0.0,1991-01-31
Denmark,0.0,1992-01-31
Denmark,0.0,1993-01-31
Denmark,0.0,1994-01-31
Denmark,0.0,1995-01-31
Denmark,6.0,1996-01-31
Denmark,6.0,1997-01-31
Denmark,6.0,1998-01-31
Denmark,6.0,1999-01-31
Denmark,6.0,2000-01-31
Denmark,6.0,2001-01-31
Denmark,6.0,2002-01-31
Denmark,6.0,2003-01-31
Denmark,6.0,2004-01-31
Denmark,6.0,2005-01-31
Denmark,6.0,2006-01-31
Denmark,6.0,2007-01-31
Denmark,6.0,2008-01-31
Denmark,6.0,2009-01-31
Denmark,6.0,2010-01-31
Denmark,6.0,2011-01-31
Denmark,6.0,2012-01-31
Denmark,6.0,2013-01-31
Denmark,6.0,2014-01-31
Denmark,6.0,2015-01-31
Denmark,6.0,2016-01-31
Denmark,6.0,2017-01-31
Denmark,6.0,2018-01-31
Denmark,6.0,2019-01-31
Denmark,6.0,2020-01-31
Germany,0.0,1990-01-31
Germany,0.0,1991-01-31
Germany,0.0,1992-01-31
Germany,0.0,1993-01-31
Germany,0.0,1994-01-31
Germany,0.0,1995-01-31
Germany,0.0,1996-01-31
Germany,0.0,1997-01-31
Germany,0.0,1998-01-31
Germany,0.0,1999-01-31
Germany,0.0,2000-01-31
Germany,0.0,2001-01-31
Germany,0.0,2002-01-31
Germany,0.0,2003-01-31
Germany,0.0,2004-01-31
Germany,2.0,2005-01-31
Germany,4.0,2006-01-31
Germany,1.0,2007-01-31
Germany,4.0,2008-01-31
Germany,2.0,2009-01-31
Germany,2.0,2010-01-31
Germany,3.0,2011-01-31
Germany,1.0,2012-01-31
Germany,1.0,2013-01-31
Germany,1.0,2014-01-31
Germany,1.0,2015-01-31
Germany,1.0,2016-01-31
Germany,1.0,2017-01-31
Germany,2.0,2018-01-31
Germany,3.0,2019-01-31
Germany,3.0,2020-01-31
Denmark,0.0,1990-01-31
Denmark,1.0,1991-01-31
Denmark,1.0,1992-01-31
Denmark,1.0,1993-01-31
Denmark,1.0,1994-01-31
Denmark,1.0,1995-01-31
Denmark,1.0,1996-01-31
Denmark,1.0,1997-01-31
Denmark,1.0,1998-01-31
Denmark,1.0,1999-01-31
Denmark,1.0,2000-01-31
Denmark,1.0,2001-01-31
Denmark,1.0,2002-01-31
Denmark,5.0,2003-01-31
Denmark,5.0,2004-01-31
Denmark,5.0,2005-01-31
Denmark,5.0,2006-01-31
Denmark,5.0,2007-01-31
Denmark,5.0,2008-01-31
Denmark,5.0,2009-01-31
Denmark,5.0,2010-01-31
Denmark,5.0,2011-01-31
Denmark,5.0,2012-01-31
Denmark,5.0,2013-01-31
Denmark,5.0,2014-01-31
Denmark,5.0,2015-01-31
Denmark,5.0,2016-01-31
Denmark,5.0,2017-01-31
Denmark,5.0,2018-01-31
Denmark,5.0,2019-01-31
Denmark,5.0,2020-01-31
Ireland,1.0,1990-01-31
Ireland,1.0,1991-01-31
Ireland,1.0,1992-01-31
Ireland,1.0,1993-01-31
Ireland,1.0,1994-01-31
Ireland,1.0,1995-01-31
Ireland,1.0,1996-01-31
Ireland,1.0,1997-01-31
Ireland,1.0,1998-01-31
Ireland,1.0,1999-01-31
Ireland,5.0,2000-01-31
Ireland,5.0,2001-01-31
Ireland,5.0,2002-01-31
Ireland,5.0,2003-01-31
Ireland,5.0,2004-01-31
Ireland,5.0,2005-01-31
Ireland,5.0,2006-01-31
Ireland,5.0,2007-01-31
Ireland,5.0,2008-01-31
Ireland,6.0,2009-01-31
Ireland,6.0,2010-01-31
Ireland,6.0,2011-01-31
Ireland,6.0,2012-01-31
Ireland,6.0,2013-01-31
Ireland,6.0,2014-01-31
Ireland,6.0,2015-01-31
Ireland,6.0,2016-01-31
Ireland,6.0,2017-01-31
Ireland,6.0,2018-01-31
Ireland,6.0,2019-01-31
Ireland,6.0,2020-01-31
Belgium,1.0,1990-01-31
Belgium,1.0,1991-01-31
Belgium,1.0,1992-01-31
Belgium,1.0,1993-01-31
Belgium,1.0,1994-01-31
Belgium,1.0,1995-01-31
Belgium,1.0,1996-01-31
Belgium,1.0,1997-01-31
Belgium,1.0,1998-01-31
Belgium,1.0,1999-01-31
Belgium,1.0,2000-01-31
Belgium,1.0,2001-01-31
Belgium,1.0,2002-01-31
Belgium,1.0,2003-01-31
Belgium,6.0,2004-01-31
Belgium,6.0,2005-01-31
Belgium,6.0,2006-01-31
Belgium,6.0,2007-01-31
Belgium,6.0,2008-01-31
Belgium,6.0,2009-01-31
Belgium,6.0,2010-01-31
Belgium,6.0,2011-01-31
Belgium,6.0,2012-01-31
Belgium,6.0,2013-01-31
Belgium,6.0,2014-01-31
Belgium,6.0,2015-01-31
Belgium,6.0,2016-01-31
Belgium,6.0,2017-01-31
Belgium,6.0,2018-01-31
Belgium,6.0,2019-01-31
Belgium,6.0,2020-01-31
United Kingdom,0.0,1990-01-31
United Kingdom,0.0,1991-01-31
United Kingdom,0.0,1992-01-31
United Kingdom,0.0,1993-01-31
United Kingdom,0.0,1994-01-31
United Kingdom,0.0,1995-01-31
United Kingdom,0.0,1996-01-31
United Kingdom,0.0,1997-01-31
United Kingdom,0.0,1998-01-31
United Kingdom,0.0,1999-01-31
United Kingdom,0.0,2000-01-31
United Kingdom,0.0,2001-01-31
United Kingdom,0.0,2002-01-31
United Kingdom,0.0,2003-01-31
United Kingdom,0.0,2004-01-31
United Kingdom,0.0,2005-01-31
United Kingdom,0.0,2006-01-31
United Kingdom,0.0,2007-01-31
United Kingdom,0.0,2008-01-31
United Kingdom,0.0,2009-01-31
United Kingdom,2.0,2010-01-31
United Kingdom,2.0,2011-01-31
United Kingdom,2.0,2012-01-31
United Kingdom,2.0,2013-01-31
United Kingdom,6.0,2014-01-31
United Kingdom,6.0,2015-01-31
United Kingdom,2.0,2016-01-31
United Kingdom,2.0,2017-01-31
United Kingdom,2.0,2018-01-31
United Kingdom,2.0,2019-01-31
United Kingdom,3.0,2020-01-31
Korea,0.0,1990-01-31
Korea,0.0,1991-01-31
Korea,0.0,1992-01-31
